date,ticker,return,esg_E,esg_S,esg_G
2005-01-04,DIS,-0.010771681059618676,0.4,0.325,0.6
2005-01-04,GOOGL,-0.040501372407106495,0.9,0.4,0.6363635999999999
2005-01-04,T,-0.010550145066181238,0.75,0.6,0.5454546
2005-01-04,VZ,-0.01012626764566349,0.65,0.7,0.7272727999999999
2005-01-04,OMC,-0.0005909644602315467,0.55,0.2,0.6181818
2005-01-04,CCL,-0.0045365192409682065,0.6333333999999999,0.675,0.6599999999999999
2005-01-04,HAS,-0.0026173935504275603,0.65,0.7,0.5818182000000001
2005-01-04,BBY,-0.026653622516079833,0.5777778,0.55,0.75
2005-01-04,F,-0.00339890409783028,0.9076924,0.6571428,0.575
2005-01-04,YUM,-0.013242306169582996,0.7111112,0.625,0.825
2005-01-04,CL,-0.006997009921609343,0.7764706,0.725,0.75
2005-01-04,PEP,-0.007123264909149607,0.7333334,0.6571428,0.725
2005-01-04,TGT,-0.010810752545776237,0.5555556,0.45,0.625
2005-01-04,HSY,0.010669028362284783,0.5599999999999999,0.7428572,0.55
2005-01-04,BG,-0.028957461941906293,0.5866666,0.4857142,0.775
2005-01-04,C,-0.00849375763721949,0.55,0.8,0.7714286
2005-01-04,SPGI,-0.00033284850453796366,0.4307692,0.7714286,0.7285714
2005-01-04,BAC,-0.013774563750554192,0.6,0.6,0.5142858
2005-01-04,STT,-0.004106357119977422,0.5,0.3,0.6428572
2005-01-04,JPM,-0.010306850712465954,0.6,0.5,0.5857142
2005-01-04,JNJ,-0.003179546004122513,0.7111112,0.7428572,0.7384616
2005-01-04,A,-0.026381815733479863,0.6615384,0.8285714000000001,0.7076924
2005-01-04,GILD,-0.024474128596942424,0.5333334,0.4571428,0.7384616
2005-01-04,BAX,-0.002022015163800517,0.6,0.4571428,0.6461538
2005-01-04,BDX,-0.011604887836083932,0.48888879999999996,0.6,0.5384616
2005-01-04,MMM,-0.008130599567714225,0.7,0.8,0.8400000000000001
2005-01-04,WM,-0.011174559646542015,0.4461538,0.5714286000000001,0.85
2005-01-04,JCI,0.005925625554645153,0.723077,0.6571428,0.775
2005-01-04,CAT,-0.011044583370619754,0.6,0.5714286000000001,0.6461538
2005-01-04,FDX,-0.017864226930864868,0.46666660000000004,0.45,0.64
2005-01-04,MSFT,0.0037400747869347217,0.65,0.6,0.6923076
2005-01-04,INTC,-0.019939812678242852,0.8153846,0.575,0.8461538
2005-01-04,CSCO,-0.0393372442718819,0.8,0.6,0.725
2005-01-04,FLEX,-0.0348147110729391,0.7076924,0.7714286,0.925
2005-01-04,ACN,-0.023511497206413656,0.75,0.55,0.6923076
2005-01-04,CRH,0.003396556871189338,0.7866666,0.7142858000000001,0.8
2005-01-04,NEM,-0.018649789922353,0.8428572000000001,0.8,0.7846154000000001
2005-01-04,LIN,-0.014324937436677065,0.7466666,0.7142858000000001,0.9199999999999999
2005-01-04,IFF,-0.028503568007147262,0.5263158,0.74,0.78
2005-01-04,FCX,-0.03950562272673175,0.5857142,0.8857142,0.7076924
2005-01-04,CBRE,-0.005766242340902172,0.5166666,0.6,0.9
2005-01-04,HST,-0.00882379866209937,0.6166666000000001,0.5333334,0.64
2005-01-04,VTR,-0.012181524246210773,0.4333334,0.4,0.64
2005-01-04,DOC,-0.01384331115481885,0.46666660000000004,0.46666660000000004,0.76
2005-01-04,WY,-0.015373006921741594,0.6125,0.6285714,0.6307692
2005-01-04,PCG,-0.007571584094255734,0.6133333999999999,0.5142858,0.76
2005-01-04,D,-0.004594496094320388,0.5599999999999999,0.5714286000000001,0.58
2005-01-04,XEL,-0.014983110273490086,0.6,0.5428572,0.6799999999999999
2005-01-04,EIX,-0.002519176325575745,0.46666660000000004,0.5142858,0.76
2005-01-04,SRE,-0.0024794826988900898,0.6666666,0.7714286,0.62
2005-01-05,DIS,-0.005445366267434748,0.4,0.325,0.6
2005-01-05,GOOGL,-0.005089796390354118,0.9,0.4,0.6363635999999999
2005-01-05,T,0.004738684811832705,0.75,0.6,0.5454546
2005-01-05,VZ,-0.0014965557487740533,0.65,0.7,0.7272727999999999
2005-01-05,OMC,-0.004730671146879528,0.55,0.2,0.6181818
2005-01-05,CCL,-0.0017531858645455367,0.6333333999999999,0.675,0.6599999999999999
2005-01-05,HAS,-0.00787402550132732,0.65,0.7,0.5818182000000001
2005-01-05,BBY,0.00606601406413021,0.5777778,0.55,0.75
2005-01-05,F,-0.01568922475778345,0.9076924,0.6571428,0.575
2005-01-05,YUM,-0.0023806551888639893,0.7111112,0.625,0.825
2005-01-05,CL,-0.02254948869171214,0.7764706,0.725,0.75
2005-01-05,PEP,0.0011633652097904346,0.7333334,0.6571428,0.725
2005-01-05,TGT,0.0007807737499618828,0.5555556,0.45,0.625
2005-01-05,HSY,-0.024207464646574306,0.5599999999999999,0.7428572,0.55
2005-01-05,BG,-0.025122414192711773,0.5866666,0.4857142,0.775
2005-01-05,C,0.012536558525009012,0.55,0.8,0.7714286
2005-01-05,SPGI,0.0019991176415663503,0.4307692,0.7714286,0.7285714
2005-01-05,BAC,-0.011567499379840918,0.6,0.6,0.5142858
