date,open,high,low,close,volume
2005-01-28,18.366286757525874,18.366286757525874,18.26732635498047,18.26732635498047,2600
2005-01-31,18.446914112347287,18.457909242190958,18.43958355973152,18.450578689575195,10400
2005-02-01,18.50922003449826,18.637501198245705,18.50922003449826,18.615510940551758,2200
2005-02-02,18.655830802156608,18.666825932491705,18.604516931552787,18.608182907104492,16000
2005-02-03,18.608178074639593,18.608178074639593,18.509217732843254,18.534873962402344,5200
2005-02-04,18.64850757206284,18.674163818359375,18.622851325766305,18.674163818359375,7200
2005-02-07,18.714473092070804,18.758455009842734,18.69614601135254,18.69614601135254,4200
2005-02-08,18.747460513348674,18.747460513348674,18.681486935381795,18.714473724365234,21200
2005-02-09,18.747465513145276,18.747465513145276,18.55320930480957,18.55320930480957,9800
2005-02-10,18.531213811778926,18.531213811778926,18.52754783630371,18.52754783630371,3200
2005-02-11,18.542213175379892,18.729137420654297,18.542213175379892,18.729137420654297,6800
2005-02-14,18.725474252558747,18.75479507446289,18.725474252558747,18.75479507446289,1800
2005-02-15,18.765782950410642,18.820759990433082,18.765782950410642,18.809764862060547,3000
2005-02-16,18.78411151206758,18.78411151206758,18.758455276489258,18.758455276489258,1200
2005-02-17,18.784109440951205,18.784109440951205,18.615510940551758,18.615510940551758,5000
2005-02-18,18.615518322022268,18.615518322022268,18.534883616744793,18.55320930480957,8000
2005-02-22,18.553210138025264,18.553210138025264,18.3149733861633,18.336963653564453,6000
2005-02-23,18.366275431522247,18.41025733947754,18.362609456932848,18.41025733947754,6200
2005-02-24,18.454242947426497,18.454242947426497,18.391935348510742,18.391935348510742,2000
2005-02-25,18.58252452868363,18.670488357543945,18.51655095795847,18.670488357543945,2800
2005-02-28,18.663168287383478,18.69615509127269,18.5861995443622,18.622852325439453,10400
2005-03-01,18.692486046493922,18.729137420654297,18.692486046493922,18.729137420654297,3000
2005-03-02,18.729134900623762,18.813435566538402,18.659496739824835,18.736465454101562,16600
2005-03-03,18.784119862838843,18.802445553804617,18.648508071899414,18.648508071899414,1400
2005-03-04,18.85741799158564,18.85741799158564,18.824431199136868,18.835426330566406,12400
2005-03-07,18.985699123394035,18.985699123394035,18.938051223754883,18.938051223754883,4200
2005-03-08,18.96738186306164,18.96738186306164,18.850095748901367,18.850095748901367,3000
2005-03-09,18.8244262001599,18.8244262001599,18.74745750427246,18.74745750427246,3600
2005-03-10,18.619177934786403,18.7327994075427,18.619177934786403,18.714473724365234,23000
2005-03-11,18.747457388917496,18.747457388917496,18.578857496567473,18.600849151611328,6000
2005-03-14,18.633838411022303,18.703476564007854,18.633838411022303,18.69614601135254,3000
2005-03-15,18.765786371409877,18.765786371409877,18.63017463684082,18.63017463684082,4200
2005-03-16,18.564207770999637,18.564207770999637,18.395607788014654,18.4285945892334,4800
