year,ticker,sector,esg_rank,ret_rank,esg_years,ret_years,min_years,esg_mean,selected
2009,NEM,Materials,3,6,3,4,3,74.2453674011449,True
2009,ASH,Materials,4,4,3,5,3,34.15133041192346,True
2009,IP,Materials,5,15,2,0,0,55.85185399371825,False
2009,EQR,Real Estate,1,12,5,0,0,32.360664259222844,False
2009,KIM,Real Estate,2,6,4,5,4,31.190262741672978,True
2009,VNO,Real Estate,3,5,4,5,4,25.64413202091908,True
2009,WY,Real Estate,4,10,2,2,2,77.3344087556899,False
2009,SPG,Real Estate,5,1,2,7,2,44.3716298587908,False
2009,SO,Utilities,1,4,5,3,3,67.9792675110973,True
2009,EXC,Utilities,2,1,4,4,4,52.549911944906285,True
2009,WEC,Utilities,3,12,3,2,2,61.94803022954893,False
2009,PNW,Utilities,4,22,3,0,0,51.0537197404569,False
2009,PCG,Utilities,5,9,2,3,2,63.005313049086396,False
2010,DIS,Communication Services,1,3,6,9,6,53.6166011786324,True
2010,NYT,Communication Services,2,6,6,5,5,38.47420330873362,True
2010,VZ,Communication Services,3,4,6,9,6,38.11128867627479,True
2010,T,Communication Services,4,1,6,10,6,28.09172392476313,True
2010,OMC,Communication Services,5,2,3,10,3,35.31521716750384,True
2010,MCD,Consumer Discretionary,1,15,6,2,2,60.31793566612172,False
2010,SBUX,Consumer Discretionary,2,4,5,3,3,67.90230291551877,True
2010,HD,Consumer Discretionary,3,38,4,0,0,48.79271003873264,False
2010,F,Consumer Discretionary,4,17,3,1,1,67.07805002006414,False
2010,CCL,Consumer Discretionary,5,37,3,0,0,44.543305346652005,False
2010,PEP,Consumer Staples,1,6,6,3,3,61.346497387927194,True
2010,TGT,Consumer Staples,2,12,5,2,2,55.80644971709986,False
2010,WMT,Consumer Staples,3,22,5,1,1,48.98884533539118,False
2010,KO,Consumer Staples,4,20,3,1,1,62.16852811694405,False
2010,KMB,Consumer Staples,5,24,3,0,0,53.97210574465975,False
2010,STT,Financials,1,24,5,1,1,60.97761554562863,False
2010,GS,Financials,2,10,4,2,2,51.42667719592913,False
2010,C,Financials,3,54,3,0,0,53.28442588284688,False
2010,SCHW,Financials,4,29,3,1,1,49.27441413456346,False
2010,WFC,Financials,5,26,3,1,1,44.392479422613995,False
2010,BMY,Health Care,1,22,6,1,1,79.68804268377417,False
2010,JNJ,Health Care,2,28,6,0,0,72.09278574385867,False
2010,BAX,Health Care,3,24,6,0,0,71.81442791043348,False
2010,MRK,Health Care,4,14,3,2,2,62.175133531426155,False
2010,A,Health Care,5,15,3,2,2,52.05435003448153,False
2010,MMM,Industrials,1,31,6,0,0,56.964843900738174,False
2010,JCI,Industrials,2,25,5,1,1,56.13467407496824,False
2010,ETN,Industrials,3,17,4,1,1,59.03379798597538,False
2010,UPS,Industrials,4,27,4,1,1,51.16094104396587,False
2010,WM,Industrials,5,13,3,2,2,60.394892851441796,False
2010,CSCO,Information Technology,1,24,7,1,1,71.02061437962176,False
2010,HPQ,Information Technology,2,11,6,2,2,69.33046963209603,False
2010,IBM,Information Technology,3,19,4,1,1,67.0316907270537,False
2010,TXN,Information Technology,4,29,4,0,0,65.44447999878832,False
2010,INTC,Information Technology,5,23,3,1,1,64.84827985647792,False
2010,FCX,Materials,1,1,5,6,5,39.67508671633902,True
2010,NEM,Materials,2,6,4,4,4,75.31060726792876,True
2010,EMN,Materials,3,12,4,2,2,40.1572006164023,False
2010,FMC,Materials,4,4,4,5,4,33.30847646771967,True
2010,IP,Materials,5,14,3,1,1,54.98125724419747,False
2010,EQR,Real Estate,1,14,6,0,0,33.261458299179004,False
2010,KIM,Real Estate,2,8,5,4,4,31.88062993097613,True
2010,VNO,Real Estate,3,7,4,4,4,24.64832400407805,True
2010,WY,Real Estate,4,12,3,2,2,77.5033456290688,False
2010,HST,Real Estate,5,10,3,3,3,37.5398164723299,True
2010,SO,Utilities,1,8,5,3,3,66.15769821647007,True
2010,WEC,Utilities,2,12,4,2,2,61.74395950841212,False
2010,PNW,Utilities,3,20,4,0,0,54.21877207925468,False
2010,EXC,Utilities,4,2,4,4,4,53.039709461699154,True
2010,PCG,Utilities,5,9,3,3,3,68.88875443993813,True
2011,DIS,Communication Services,1,3,7,9,7,56.275967679980866,True
2011,VZ,Communication Services,2,4,7,9,7,43.848032444408396,True
2011,NYT,Communication Services,3,6,7,5,5,38.89039920931376,True
2011,T,Communication Services,4,2,7,10,7,31.91051454416928,True
2011,OMC,Communication Services,5,1,4,10,4,38.35073585251055,True
2011,MCD,Consumer Discretionary,1,15,7,2,2,62.176543641652174,False
2011,SBUX,Consumer Discretionary,2,12,6,2,2,71.00403512345869,False
2011,F,Consumer Discretionary,3,9,4,2,2,71.0665127277639,False
2011,HD,Consumer Discretionary,4,39,4,0,0,50.704451739472,False
2011,CCL,Consumer Discretionary,5,35,4,0,0,48.359481900655005,False
2011,PEP,Consumer Staples,1,14,6,2,2,63.04795685622564,False
2011,WMT,Consumer Staples,2,21,6,1,1,52.826348648274205,False
2011,TGT,Consumer Staples,3,10,5,2,2,57.21586273757403,False
2011,KO,Consumer Staples,4,17,4,1,1,65.03081118101966,False
2011,CL,Consumer Staples,5,18,4,1,1,52.8622430571668,False
2011,STT,Financials,1,50,6,0,0,63.824372302236725,False
2011,C,Financials,2,56,4,0,0,56.6325508711174,False
2011,GS,Financials,3,7,4,2,2,51.10785140138558,False
2011,WFC,Financials,4,25,4,1,1,48.163655134875896,False
2011,SCHW,Financials,5,29,3,1,1,50.154106008570224,False
2011,JNJ,Health Care,1,26,7,0,0,73.18237822631274,False
2011,BAX,Health Care,2,25,7,0,0,72.7036988804379,False
2011,BMY,Health Care,3,22,6,1,1,78.87115911278751,False
2011,MRK,Health Care,4,15,4,2,2,64.4661386467128,False
2011,A,Health Care,5,9,4,3,3,55.78110593518686,True
2011,MMM,Industrials,1,34,7,0,0,59.91929137778231,False
2011,JCI,Industrials,2,24,6,1,1,59.9890731061721,False
2011,UPS,Industrials,3,22,5,1,1,53.96336222420963,False
2011,ETN,Industrials,4,12,4,2,2,60.76180567739001,False
2011,WM,Industrials,5,21,3,1,1,60.62371978033682,False
2011,CSCO,Information Technology,1,25,8,1,1,72.53335799351906,False
2011,HPQ,Information Technology,2,13,7,2,2,70.95702042170896,False
2011,INTC,Information Technology,3,23,4,1,1,68.62573382211181,False
2011,TXN,Information Technology,4,30,4,0,0,67.62223748535824,False
2011,IBM,Information Technology,5,19,4,1,1,67.59798604813734,False
2011,FCX,Materials,1,1,8,7,7,45.31547036489969,True
2011,NEM,Materials,2,7,5,4,4,76.55030514331781,True
2011,EMN,Materials,3,9,4,2,2,38.04153756074784,False
2011,FMC,Materials,4,4,4,5,4,33.194889975877736,True
2011,IP,Materials,5,15,3,1,1,52.269836906687374,False
2011,EQR,Real Estate,1,14,6,0,0,33.39864138615702,False
2011,KIM,Real Estate,2,8,5,4,4,30.487360516507,True
2011,WY,Real Estate,3,12,4,2,2,77.9588778074765,False
2011,HST,Real Estate,4,10,4,3,3,37.96491188149298,True
2011,VNO,Real Estate,5,7,4,4,4,23.732571268495256,True
2011,SO,Utilities,1,2,5,4,4,66.74989333374911,True
2011,WEC,Utilities,2,7,5,3,3,63.54233347686803,True
2011,PNW,Utilities,3,19,5,1,1,57.52881126699669,False
2011,PCG,Utilities,4,12,4,2,2,72.8843856192717,False
2011,EXC,Utilities,5,10,4,3,3,53.664811002480725,True
2012,DIS,Communication Services,1,1,8,10,8,58.62776559981361,True
2012,VZ,Communication Services,2,4,8,8,8,47.03377003420291,True
2012,T,Communication Services,3,2,8,9,8,36.03027908923596,True
2012,EA,Communication Services,4,8,5,0,0,45.256595350416525,False
2012,OMC,Communication Services,5,3,5,9,5,40.1475890084745,True
2012,MCD,Consumer Discretionary,1,17,8,1,1,63.90237138601094,False
2012,SBUX,Consumer Discretionary,2,5,7,3,3,72.33656220584663,True
2012,F,Consumer Discretionary,3,15,5,1,1,72.01378008307384,False
2012,HD,Consumer Discretionary,4,39,4,0,0,52.53141992690229,False
2012,CCL,Consumer Discretionary,5,35,4,0,0,51.47025067640934,False
2012,PEP,Consumer Staples,1,13,7,2,2,65.65942283049084,False
2012,WMT,Consumer Staples,2,24,7,1,1,55.53150375385268,False
2012,KO,Consumer Staples,3,15,5,1,1,67.78053812233789,False
2012,TGT,Consumer Staples,4,20,5,1,1,58.489661537291084,False
2012,CL,Consumer Staples,5,17,5,1,1,55.99166748973809,False
2012,STT,Financials,1,46,7,0,0,65.99706636114202,False
2012,C,Financials,2,56,5,0,0,59.01674006318552,False
2012,WFC,Financials,3,24,5,1,1,52.23751080264781,False
2012,GS,Financials,4,8,4,2,2,53.70454686164785,False
2012,SCHW,Financials,5,47,3,0,0,49.727492480855545,False
2012,JNJ,Health Care,1,27,8,0,0,74.8042493275175,False
2012,BAX,Health Care,2,28,8,0,0,73.61379677191728,False
2012,BMY,Health Care,3,26,6,0,0,78.22832245456426,False
2012,MRK,Health Care,4,22,5,1,1,66.38899065491619,False
2012,CVS,Health Care,5,24,5,0,0,56.58335282722728,False
2012,MMM,Industrials,1,32,8,0,0,62.18714620531394,False
2012,JCI,Industrials,2,23,7,1,1,61.93981293578315,False
2012,UPS,Industrials,3,21,7,1,1,56.530046613120845,False
2012,ETN,Industrials,4,17,5,1,1,61.49562644421593,False
2012,WM,Industrials,5,22,3,1,1,63.18484215624353,False
2012,CSCO,Information Technology,1,27,9,1,1,73.9376403223633,False
2012,HPQ,Information Technology,2,25,7,1,1,71.0063663712197,False
2012,INTC,Information Technology,3,13,5,2,2,71.91393005735772,False
2012,TXN,Information Technology,4,31,5,0,0,69.13306353019591,False
2012,IBM,Information Technology,5,12,4,2,2,67.8314404338887,False
2012,FCX,Materials,1,2,9,6,6,49.65350920258762,True
2012,NEM,Materials,2,6,6,4,4,77.40597527611638,True
2012,EMN,Materials,3,9,4,2,2,37.50032942808797,False
2012,FMC,Materials,4,5,4,4,4,32.954053752833296,True
2012,CLF,Materials,5,1,3,6,3,72.0157590685365,True
2012,EQR,Real Estate,1,14,6,0,0,33.55771416414029,False
2012,WY,Real Estate,2,12,5,2,2,80.13034648209278,False
2012,KIM,Real Estate,3,10,5,3,3,29.452901310456173,True
2012,HST,Real Estate,4,9,4,3,3,36.176654996662165,True
2012,AIV,Real Estate,5,11,4,3,3,25.12281682708654,True
2012,PNW,Utilities,1,22,6,1,1,60.346093604042316,False
2012,PCG,Utilities,2,12,5,2,2,75.47746261931897,False
2012,SO,Utilities,3,8,5,3,3,66.85624211176858,True
2012,WEC,Utilities,4,3,5,3,3,64.47203254070139,True
2012,EXC,Utilities,5,6,4,3,3,55.4688261171499,True
2013,DIS,Communication Services,1,1,9,10,9,59.053251722633526,True
2013,VZ,Communication Services,2,6,9,7,7,49.57619368655371,True
2013,T,Communication Services,3,2,9,9,9,39.11325876394039,True
2013,EA,Communication Services,4,8,6,0,0,43.49528003181723,False
2013,OMC,Communication Services,5,4,6,8,6,40.59716465067988,True
2013,MCD,Consumer Discretionary,1,20,9,1,1,66.03686476818403,False
2013,SBUX,Consumer Discretionary,2,4,8,3,3,73.77129994782585,True
2013,F,Consumer Discretionary,3,15,6,1,1,72.61641878939686,False
2013,CCL,Consumer Discretionary,4,39,5,0,0,54.36431230017509,False
2013,HD,Consumer Discretionary,5,36,4,0,0,53.323316707800316,False
2013,PEP,Consumer Staples,1,18,8,1,1,68.01218026979465,False
2013,KO,Consumer Staples,2,16,6,1,1,69.81793482578082,False
2013,MDLZ,Consumer Staples,3,22,6,1,1,64.23066696463363,False
2013,WMT,Consumer Staples,4,21,6,1,1,57.102938103944176,False
2013,CL,Consumer Staples,5,25,5,0,0,58.44278931786822,False
2013,STT,Financials,1,51,7,0,0,66.87990884983746,False
2013,C,Financials,2,32,6,1,1,61.630435791091955,False
2013,WFC,Financials,3,23,6,1,1,54.663534427403,False
2013,GS,Financials,4,8,4,2,2,54.37967644066324,False
2013,BAC,Financials,5,26,3,1,1,58.97887243851702,False
2013,JNJ,Health Care,1,28,9,0,0,76.73875100438896,False
2013,BAX,Health Care,2,17,9,1,1,74.34719255925168,False
2013,BMY,Health Care,3,26,6,0,0,77.33172903309244,False
2013,MRK,Health Care,4,22,6,1,1,68.40215554044201,False
2013,CVS,Health Care,5,24,6,0,0,59.40367732298357,False
2013,MMM,Industrials,1,35,9,0,0,64.92590790407809,False
2013,JCI,Industrials,2,23,8,1,1,64.3662445528621,False
2013,UPS,Industrials,3,39,8,0,0,58.21541660638401,False
2013,ETN,Industrials,4,18,5,1,1,60.975530444070955,False
2013,WM,Industrials,5,24,3,1,1,64.12284163376147,False
2013,CSCO,Information Technology,1,27,10,1,1,74.73193647628018,False
2013,HPQ,Information Technology,2,36,8,0,0,71.9266356105237,False
2013,INTC,Information Technology,3,25,6,1,1,74.49709019025106,False
2013,TXN,Information Technology,4,31,6,0,0,71.32729891216685,False
2013,IBM,Information Technology,5,13,4,2,2,68.87755693032138,False
2013,FCX,Materials,1,3,10,5,5,53.31619177607788,True
2013,NEM,Materials,2,9,7,3,3,78.52242327773793,True
2013,CLF,Materials,3,1,4,6,4,74.65988196160228,True
2013,EMN,Materials,4,7,4,3,3,37.5596432205419,True
2013,FMC,Materials,5,5,4,4,4,33.40978846793654,True
2013,WY,Real Estate,1,11,6,3,3,81.05305754022986,True
2013,EQR,Real Estate,2,15,6,0,0,34.2545045610738,False
2013,HST,Real Estate,3,9,5,3,3,40.33915281362288,True
2013,KIM,Real Estate,4,10,5,3,3,29.881280695109645,True
2013,PLD,Real Estate,5,12,4,3,3,43.1410854563016,True
2013,PNW,Utilities,1,20,7,1,1,62.437833984145996,False
2013,PCG,Utilities,2,9,6,2,2,76.97942251223306,False
2013,WEC,Utilities,3,12,5,2,2,65.2905283416796,False
2013,SO,Utilities,4,15,5,2,2,64.84350078954023,False
2013,EXC,Utilities,5,17,4,2,2,56.65034691025945,False
2014,DIS,Communication Services,1,1,10,10,10,59.62650121575344,True
2014,VZ,Communication Services,2,6,10,7,7,51.95795605144116,True
2014,T,Communication Services,3,3,10,8,8,41.89054137868626,True
2014,EA,Communication Services,4,8,7,0,0,42.67116042249249,False
2014,OMC,Communication Services,5,4,7,8,7,40.9558701799991,True
2014,MCD,Consumer Discretionary,1,24,10,1,1,67.16549203694665,False
2014,SBUX,Consumer Discretionary,2,4,9,3,3,75.03314390391108,True
2014,F,Consumer Discretionary,3,16,7,1,1,73.03938899043628,False
