year,ticker,sector,esg_rank,ret_rank,esg_years,ret_years,min_years,esg_mean,selected
2020,WY,Real Estate,1,19,10,1,1,84.31824106436319,False
2020,CBRE,Real Estate,2,4,10,4,4,81.09808340175701,True
2020,PLD,Real Estate,3,8,9,2,2,71.3060101559041,False
2020,HST,Real Estate,4,6,8,3,3,64.03398464141169,True
2020,AVB,Real Estate,5,28,4,0,0,59.504402874228354,False
2020,DUK,Utilities,1,23,9,1,1,72.36588717917648,False
2020,NRG,Utilities,2,8,6,3,3,62.46579092163982,True
2020,D,Utilities,3,19,4,1,1,70.90893421728723,False
2020,XEL,Utilities,4,17,4,1,1,70.39979082344277,False
2020,PNW,Utilities,5,27,4,0,0,69.27738050163039,False
2021,DIS,Communication Services,1,5,10,5,5,65.03236482072343,True
2021,T,Communication Services,2,9,10,4,4,64.28979295998717,True
2021,VZ,Communication Services,3,10,9,2,2,67.7990606615638,False
2021,GOOGL,Communication Services,4,7,8,4,4,51.75469022762347,True
2021,LUMN,Communication Services,5,13,6,1,1,47.00466056033209,False
2021,F,Consumer Discretionary,1,52,7,0,0,76.54522570584999,False
2021,CCL,Consumer Discretionary,2,53,6,0,0,77.8388467275498,False
2021,SBUX,Consumer Discretionary,3,18,6,1,1,76.89505715030062,False
2021,HAS,Consumer Discretionary,4,43,6,0,0,76.73698934631156,False
2021,BBY,Consumer Discretionary,5,5,6,3,3,75.3887172643364,True
2021,CPB,Consumer Staples,1,21,10,1,1,85.79172237923873,False
2021,PEP,Consumer Staples,2,26,8,0,0,80.66142323286495,False
2021,TGT,Consumer Staples,3,13,7,2,2,79.32948385241363,False
2021,CL,Consumer Staples,4,28,5,0,0,79.0773494185429,False
2021,GIS,Consumer Staples,5,29,4,0,0,78.06771380788754,False
2021,C,Financials,1,29,10,1,1,80.4397208697386,False
2021,STT,Financials,2,52,9,0,0,83.73377964963439,False
2021,ALL,Financials,3,18,8,1,1,77.88272523840548,False
2021,JPM,Financials,4,37,7,0,0,74.618298858686,False
2021,WFC,Financials,5,30,5,1,1,74.67566823872929,False
2021,JNJ,Health Care,1,45,10,0,0,88.00704246665829,False
2021,BAX,Health Care,2,41,10,0,0,83.32193264361423,False
2021,CVS,Health Care,3,50,8,0,0,84.14942069318109,False
2021,A,Health Care,4,35,6,0,0,80.68149620061948,False
2021,MRK,Health Care,5,24,5,1,1,77.71180935871132,False
2021,MMM,Industrials,1,52,10,0,0,86.94324044777922,False
2021,JCI,Industrials,2,47,9,0,0,81.81312564268974,False
2021,WM,Industrials,3,41,8,0,0,79.26548141279588,False
2021,FDX,Industrials,4,23,4,1,1,71.38687024125589,False
2021,CMI,Industrials,5,25,4,1,1,70.9178996317735,False
2021,MSFT,Information Technology,1,32,10,0,0,91.4399092025516,False
2021,INTC,Information Technology,2,45,10,0,0,90.31058068312312,False
2021,CSCO,Information Technology,3,46,10,0,0,84.96803039105657,False
2021,TXN,Information Technology,4,36,8,0,0,85.62358220261211,False
2021,ADSK,Information Technology,5,34,3,0,0,76.17807093304148,False
2021,NEM,Materials,1,14,10,2,2,83.1535243458302,False
2021,FCX,Materials,2,13,10,2,2,83.07497058411617,False
2021,APD,Materials,3,8,9,3,3,78.64343493053569,True
2021,IFF,Materials,4,19,7,1,1,69.08592078514657,False
2021,LIN,Materials,5,12,6,2,2,73.27579247616679,False
2021,CBRE,Real Estate,1,7,10,3,3,82.34016319980046,True
2021,WY,Real Estate,2,16,9,1,1,83.70937427677048,False
2021,PLD,Real Estate,3,5,9,3,3,75.67511509356913,True
2021,HST,Real Estate,4,15,9,2,2,68.88038742012115,False
2021,AVB,Real Estate,5,27,5,0,0,64.47987317787766,False
2021,DUK,Utilities,1,13,9,2,2,73.75216768906961,False
2021,NRG,Utilities,2,5,7,3,3,66.2035017986143,True
2021,D,Utilities,3,17,5,1,1,73.17451824940358,False
2021,XEL,Utilities,4,10,4,2,2,70.70008739431964,False
2021,AWK,Utilities,5,2,4,5,4,66.47617460345879,True
2022,DIS,Communication Services,1,8,10,3,3,65.00256081003808,True
2022,T,Communication Services,2,9,10,3,3,64.56846634882484,True
2022,VZ,Communication Services,3,14,9,1,1,68.31494289765405,False
2022,GOOGL,Communication Services,4,7,9,3,3,55.27835772377843,True
2022,LUMN,Communication Services,5,12,6,2,2,50.75207527673805,False
2022,CCL,Consumer Discretionary,1,54,7,0,0,79.18164219426214,False
2022,F,Consumer Discretionary,2,31,7,1,1,77.0611301423689,False
2022,HAS,Consumer Discretionary,3,43,6,0,0,79.1405968171658,False
2022,BBY,Consumer Discretionary,4,4,6,3,3,76.4924339623845,True
2022,SBUX,Consumer Discretionary,5,24,5,1,1,75.1454373018257,False
2022,CPB,Consumer Staples,1,21,10,1,1,85.31772583653222,False
2022,PEP,Consumer Staples,2,24,8,0,0,81.03533798609898,False
2022,TGT,Consumer Staples,3,9,8,2,2,80.76578461975394,False
2022,CL,Consumer Staples,4,29,4,0,0,79.16396597455113,False
2022,GIS,Consumer Staples,5,28,4,0,0,78.28015811666185,False
2022,C,Financials,1,33,10,1,1,81.68788695419109,False
2022,STT,Financials,2,55,9,0,0,84.25440337923195,False
2022,ALL,Financials,3,23,7,1,1,77.50553172374374,False
2022,JPM,Financials,4,38,7,0,0,75.19965338379652,False
2022,WFC,Financials,5,34,4,1,1,73.72921053556362,False
2022,JNJ,Health Care,1,50,10,0,0,87.93886472345756,False
2022,BAX,Health Care,2,44,9,0,0,83.68626713030275,False
2022,CVS,Health Care,3,48,7,0,0,84.65677666066944,False
2022,A,Health Care,4,32,7,0,0,82.23217597960912,False
2022,HUM,Health Care,5,36,6,0,0,74.36456852803616,False
2022,MMM,Industrials,1,57,10,0,0,88.13278703066729,False
2022,JCI,Industrials,2,21,9,1,1,82.92581673500611,False
2022,WM,Industrials,3,35,8,0,0,80.71204920511043,False
2022,FDX,Industrials,4,23,5,1,1,73.0663091101025,False
2022,CMI,Industrials,5,24,4,1,1,72.04717283010969,False
2022,MSFT,Information Technology,1,33,10,0,0,91.88609450109928,False
2022,INTC,Information Technology,2,56,10,0,0,89.68338071160683,False
2022,CSCO,Information Technology,3,50,10,0,0,85.24367659279758,False
2022,TXN,Information Technology,4,38,8,0,0,86.50784721269163,False
2022,ADSK,Information Technology,5,36,3,0,0,77.2047180951019,False
2022,NEM,Materials,1,15,10,2,2,83.32249482617236,False
2022,FCX,Materials,2,7,10,3,3,82.81728162207507,True
2022,APD,Materials,3,8,8,3,3,79.31970725703904,True
2022,IFF,Materials,4,21,8,1,1,74.58713115330556,False
2022,LIN,Materials,5,20,6,1,1,73.79666046777115,False
2022,CBRE,Real Estate,1,4,10,4,4,83.69470211148925,True
2022,HST,Real Estate,2,15,10,2,2,75.1477492672094,False
2022,WY,Real Estate,3,12,9,2,2,82.76375287938853,False
2022,PLD,Real Estate,4,5,8,3,3,75.39166756698555,True
2022,AVB,Real Estate,5,26,5,0,0,68.33044742573193,False
2022,DUK,Utilities,1,20,8,1,1,73.12968378840732,False
2022,NRG,Utilities,2,5,7,3,3,69.18130567387323,True
2022,D,Utilities,3,21,6,1,1,74.68374728024722,False
2022,XEL,Utilities,4,12,5,2,2,72.58873068210264,False
2022,NEE,Utilities,5,1,4,5,4,70.92643556107365,True
2023,DIS,Communication Services,1,13,10,1,1,66.69248455809253,False
2023,T,Communication Services,2,8,10,3,3,65.53487301401725,True
2023,VZ,Communication Services,3,15,9,1,1,68.76907239054981,False
2023,GOOGL,Communication Services,4,9,9,2,2,58.340976055589884,False
2023,LUMN,Communication Services,5,12,6,2,2,54.44136025413529,False
2023,CCL,Consumer Discretionary,1,53,7,0,0,80.1292541070655,False
2023,HAS,Consumer Discretionary,2,41,6,0,0,80.47869563763612,False
2023,F,Consumer Discretionary,3,27,6,1,1,77.2612795389467,False
2023,BBY,Consumer Discretionary,4,4,6,3,3,76.98350690633295,True
2023,LOW,Consumer Discretionary,5,30,5,0,0,75.28385573490368,False
2023,CPB,Consumer Staples,1,14,9,2,2,85.15111561890018,False
2023,TGT,Consumer Staples,2,11,9,2,2,82.50311120549034,False
2023,PEP,Consumer Staples,3,26,8,0,0,81.30957294549042,False
2023,CL,Consumer Staples,4,32,5,0,0,80.20346543563672,False
2023,WMT,Consumer Staples,5,21,4,1,1,77.73219176281255,False
2023,STT,Financials,1,56,10,0,0,85.49250156488554,False
2023,C,Financials,2,64,10,0,0,82.31823948654558,False
2023,JPM,Financials,3,41,7,0,0,76.85024681892376,False
2023,ALL,Financials,4,25,6,1,1,77.17721899274103,False
2023,SPGI,Financials,5,11,4,1,1,75.9338829741484,False
2023,JNJ,Health Care,1,49,10,0,0,87.35822138689899,False
2023,BAX,Health Care,2,56,8,0,0,83.64201975444256,False
2023,A,Health Care,3,36,8,0,0,83.51990568762282,False
2023,HUM,Health Care,4,32,7,0,0,77.91326333402093,False
2023,CVS,Health Care,5,51,6,0,0,84.60125782473867,False
2023,MMM,Industrials,1,59,10,0,0,88.83580680963207,False
2023,WM,Industrials,2,33,9,0,0,82.56176683912938,False
2023,JCI,Industrials,3,24,8,1,1,82.3564600054849,False
2023,FDX,Industrials,4,28,5,1,1,73.91999573838117,False
2023,XYL,Industrials,5,40,5,0,0,69.25882159689391,False
2023,MSFT,Information Technology,1,32,10,0,0,91.96360202230149,False
2023,CSCO,Information Technology,2,54,10,0,0,85.73841382587594,False
2023,INTC,Information Technology,3,59,9,0,0,88.41860152261575,False
2023,TXN,Information Technology,4,37,7,0,0,85.9128630872829,False
2023,ADSK,Information Technology,5,39,4,0,0,79.0540639590178,False
2023,NEM,Materials,1,15,10,2,2,83.6019531983734,False
2023,FCX,Materials,2,6,10,3,3,82.31864979738098,True
2023,IFF,Materials,3,21,8,1,1,77.4237482766317,False
2023,APD,Materials,4,13,7,2,2,79.47386698783221,False
2023,LIN,Materials,5,18,5,1,1,75.08331854610307,False
2023,CBRE,Real Estate,1,4,10,3,3,84.32203437100223,True
2023,HST,Real Estate,2,7,10,3,3,77.13113382104284,True
2023,WY,Real Estate,3,25,8,0,0,82.17620716966005,False
2023,PLD,Real Estate,4,8,7,2,2,75.35140401601176,False
2023,AVB,Real Estate,5,30,5,0,0,73.24579988215459,False
2023,PCG,Utilities,1,7,9,3,3,83.96142597384255,True
2023,D,Utilities,2,23,7,1,1,75.71395533657633,False
2023,DUK,Utilities,3,28,7,0,0,72.8231744182257,False
2023,NRG,Utilities,4,11,6,2,2,71.90683201228266,False
2023,AWK,Utilities,5,3,4,4,4,71.1329626141765,True
2024,DIS,Communication Services,1,13,10,1,1,67.41211263458565,False
2024,T,Communication Services,2,10,10,3,3,66.14828619226435,True
2024,GOOGL,Communication Services,3,8,10,3,3,61.25905676874502,True
2024,VZ,Communication Services,4,14,9,1,1,68.42348353893622,False
2024,OMC,Communication Services,5,12,4,1,1,54.907382878765794,False
2024,CCL,Consumer Discretionary,1,26,8,1,1,80.79627649443778,False
2024,BBY,Consumer Discretionary,2,14,7,2,2,79.10572291206545,False
2024,HAS,Consumer Discretionary,3,46,6,0,0,81.45113157968284,False
2024,F,Consumer Discretionary,4,23,5,1,1,77.44837357847118,False
2024,LOW,Consumer Discretionary,5,29,4,0,0,75.46186744344203,False
2024,TGT,Consumer Staples,1,8,10,2,2,83.25709606427586,False
2024,CPB,Consumer Staples,2,15,8,2,2,84.26338641043068,False
2024,PEP,Consumer Staples,3,26,8,0,0,81.68230773555655,False
2024,CL,Consumer Staples,4,33,6,0,0,81.82364594616227,False
2024,BG,Consumer Staples,5,24,4,1,1,78.85932025595338,False
2024,C,Financials,1,65,10,0,0,83.20062848810865,False
2024,STT,Financials,2,61,9,0,0,85.37316671951268,False
2024,JPM,Financials,3,36,7,0,0,77.85849834039308,False
2024,SPGI,Financials,4,7,5,2,2,78.27236566255677,False
2024,ALL,Financials,5,20,5,1,1,76.48680484995175,False
2024,JNJ,Health Care,1,51,10,0,0,87.40206657462839,False
2024,A,Health Care,2,41,8,0,0,84.55108588874639,False
2024,BAX,Health Care,3,58,8,0,0,84.35967269405624,False
2024,HUM,Health Care,4,37,7,0,0,79.20471243910404,False
2024,CVS,Health Care,5,55,6,0,0,84.62168670034053,False
2024,MMM,Industrials,1,64,10,0,0,89.16483217702516,False
2024,WM,Industrials,2,37,9,0,0,83.49943938388896,False
2024,JCI,Industrials,3,27,7,1,1,81.0949091101087,False
2024,XYL,Industrials,4,44,6,0,0,72.87020967498867,False
2024,FDX,Industrials,5,24,5,1,1,74.74478042873882,False
2024,MSFT,Information Technology,1,32,10,0,0,92.00113375847259,False
2024,CSCO,Information Technology,2,55,10,0,0,86.0359330408737,False
2024,INTC,Information Technology,3,51,8,0,0,87.35504234592987,False
2024,TXN,Information Technology,4,43,6,0,0,84.40787298568085,False
2024,ADSK,Information Technology,5,38,4,0,0,80.38271440016725,False
2024,NEM,Materials,1,15,10,2,2,84.15323415777715,False
2024,FCX,Materials,2,6,9,3,3,82.33006299094637,True
2024,IFF,Materials,3,21,9,1,1,79.05920578708974,False
2024,APD,Materials,4,14,7,2,2,79.32726477546683,False
2024,LIN,Materials,5,19,5,1,1,76.9019313761946,False
2024,CBRE,Real Estate,1,9,10,2,2,85.37092492464863,False
2024,HST,Real Estate,2,7,10,3,3,79.5060288304802,True
2024,WY,Real Estate,3,25,8,0,0,81.89562717986732,False
2024,PLD,Real Estate,4,8,6,2,2,74.63836556091256,False
2024,VTR,Real Estate,5,27,6,0,0,73.3283644056899,False
2024,PCG,Utilities,1,5,9,4,4,84.32593904193631,True
2024,D,Utilities,2,30,8,0,0,77.07206922162553,False
2024,NRG,Utilities,3,6,6,3,3,74.99751428518326,True
2024,DUK,Utilities,4,28,6,0,0,72.56415158667765,False
2024,AWK,Utilities,5,2,5,4,4,72.37860593235263,True
2025,DIS,Communication Services,1,16,10,0,0,68.29081018323636,False
2025,T,Communication Services,2,7,10,4,4,67.22381369280535,True
2025,GOOGL,Communication Services,3,8,10,3,3,64.19806314767109,True
2025,VZ,Communication Services,4,13,8,1,1,68.04906315220576,False
2025,OMC,Communication Services,5,12,5,1,1,58.21057164640865,False
2025,CCL,Consumer Discretionary,1,26,8,1,1,81.01654030067175,False
2025,BBY,Consumer Discretionary,2,14,7,2,2,80.37057211466575,False
2025,HAS,Consumer Discretionary,3,46,6,0,0,81.91195276629075,False
2025,F,Consumer Discretionary,4,23,4,1,1,78.02131495746173,False
2025,LOW,Consumer Discretionary,5,18,4,1,1,76.68527224791823,False
2025,TGT,Consumer Staples,1,8,10,2,2,83.88439596499367,False
2025,PEP,Consumer Staples,2,27,8,0,0,82.81312480476608,False
2025,CL,Consumer Staples,3,30,7,0,0,83.2377841600065,False
2025,CPB,Consumer Staples,4,17,7,2,2,83.1019243236479,False
2025,BG,Consumer Staples,5,24,4,1,1,78.48556032797116,False
2025,C,Financials,1,62,10,0,0,84.52704225665127,False
2025,STT,Financials,2,65,8,0,0,84.01290592064832,False
2025,SPGI,Financials,3,12,6,1,1,80.5894195549124,False
2025,JPM,Financials,4,35,6,0,0,77.96580382139395,False
2025,BAC,Financials,5,46,4,0,0,76.54094499571107,False
2025,JNJ,Health Care,1,49,10,0,0,87.9200930799368,False
2025,A,Health Care,2,35,9,0,0,85.08368123788499,False
2025,BAX,Health Care,3,56,7,0,0,84.4959751877825,False
2025,HUM,Health Care,4,45,7,0,0,80.34376067426929,False
2025,CVS,Health Care,5,57,6,0,0,84.3206953282093,False
2025,MMM,Industrials,1,63,10,0,0,89.65261472117307,False
2025,WM,Industrials,2,37,9,0,0,84.25836001976518,False
2025,JCI,Industrials,3,26,6,1,1,80.55776855296912,False
2025,XYL,Industrials,4,47,6,0,0,76.12746062002213,False
2025,FDX,Industrials,5,27,5,1,1,75.62046510631387,False
2025,MSFT,Information Technology,1,33,10,0,0,92.10866330433319,False
2025,CSCO,Information Technology,2,60,10,0,0,86.16574663772268,False
2025,INTC,Information Technology,3,66,8,0,0,86.69691697672924,False
2025,TXN,Information Technology,4,47,5,0,0,82.74033605207974,False
2025,ADSK,Information Technology,5,40,4,0,0,80.87860216406497,False
2025,NEM,Materials,1,13,10,2,2,84.7194226860049,False
2025,SW,Materials,2,2,8,4,4,80.7570816217677,True
2025,FCX,Materials,3,4,7,3,3,82.08623134987596,True
2025,APD,Materials,4,19,6,1,1,79.09007744494278,False
2025,IFF,Materials,5,22,5,1,1,79.40371847225813,False
2025,CBRE,Real Estate,1,5,10,3,3,85.94637688388839,True
2025,DOC,Real Estate,2,22,8,1,1,79.93691911269373,False
2025,HST,Real Estate,3,8,7,3,3,81.27945338356513,True
2025,WY,Real Estate,4,27,6,0,0,81.56557013787817,False
2025,VTR,Real Estate,5,28,6,0,0,77.40594842400387,False
2025,PCG,Utilities,1,8,9,3,3,84.28478334479902,True
2025,D,Utilities,2,31,9,0,0,78.24247812044847,False
2025,AWK,Utilities,3,3,6,4,4,73.23695804710898,True
2025,XEL,Utilities,4,12,5,2,2,75.99882102020635,False
2025,NRG,Utilities,5,2,5,4,4,73.74214659263973,True
2026,T,Communication Services,1,12,10,3,3,68.42930609037415,True
2026,GOOGL,Communication Services,2,9,10,3,3,67.67634626409271,True
2026,VZ,Communication Services,3,19,8,0,0,68.07123320755399,False
2026,DIS,Communication Services,4,20,7,0,0,69.30975232342091,False
2026,OMC,Communication Services,5,16,4,1,1,60.36051748732814,False
2026,CCL,Consumer Discretionary,1,31,8,1,1,81.69447504727587,False
2026,BBY,Consumer Discretionary,2,13,8,2,2,81.1698557375485,False
2026,HAS,Consumer Discretionary,3,43,7,0,0,82.88081461931175,False
2026,F,Consumer Discretionary,4,28,4,1,1,78.48713318741555,False
2026,GM,Consumer Discretionary,5,25,4,1,1,77.89362065089348,False
2026,TGT,Consumer Staples,1,7,10,2,2,83.9905648746768,False
2026,CL,Consumer Staples,2,31,8,0,0,84.08287191367017,False
2026,PEP,Consumer Staples,3,29,8,0,0,83.0791139181553,False
2026,CPB,Consumer Staples,4,15,6,2,2,81.41925525524576,False
2026,BG,Consumer Staples,5,21,4,1,1,78.71446329232364,False
2026,C,Financials,1,24,10,1,1,85.19599122200668,False
2026,SPGI,Financials,2,36,7,0,0,83.07991731480261,False
2026,STT,Financials,3,57,7,0,0,82.90479746849833,False
2026,BAC,Financials,4,42,5,0,0,78.56756181802712,False
2026,JPM,Financials,5,35,5,0,0,78.10245120289103,False
2026,JNJ,Health Care,1,44,10,0,0,87.52830123504997,False
2026,A,Health Care,2,34,8,0,0,85.45997510676804,False
2026,HUM,Health Care,3,49,7,0,0,81.64016865957265,False
2026,BAX,Health Care,4,57,6,0,0,84.31746336388497,False
2026,CVS,Health Care,5,25,5,1,1,82.81202535561887,False
2026,MMM,Industrials,1,61,10,0,0,89.67996949871608,False
2026,WM,Industrials,2,38,10,0,0,85.79377834835377,False
2026,XYL,Industrials,3,42,7,0,0,78.10986032600641,False
2026,JCI,Industrials,4,10,6,2,2,80.3110335585366,False
2026,FDX,Industrials,5,28,5,1,1,75.71546329184274,False
2026,MSFT,Information Technology,1,34,10,0,0,91.64202627381978,False
2026,CSCO,Information Technology,2,55,9,0,0,85.53890510047066,False
2026,INTC,Information Technology,3,60,8,0,0,86.39397650864956,False
2026,ACN,Information Technology,4,56,4,0,0,82.03420945880265,False
2026,ADSK,Information Technology,5,44,4,0,0,80.86113101872976,False
2026,CRH,Materials,1,3,10,4,4,85.99191326558501,True
2026,NEM,Materials,2,6,10,3,3,85.15268293416145,True
2026,FCX,Materials,3,5,6,3,3,81.64654059997397,True
2026,LIN,Materials,4,16,6,1,1,80.51798155729044,False
2026,SW,Materials,5,11,5,3,3,80.08756399479978,True
2026,CBRE,Real Estate,1,3,9,4,4,85.48224619495761,True
2026,DOC,Real Estate,2,21,8,1,1,80.86542746751641,False
2026,HST,Real Estate,3,8,7,3,3,82.37147743248872,True
2026,VTR,Real Estate,4,19,7,1,1,80.42133210838333,False
2026,WY,Real Estate,5,27,5,0,0,80.6450515375185,False
2026,D,Utilities,1,31,9,0,0,79.08540327942876,False
2026,PCG,Utilities,2,10,8,3,3,82.67736291318165,True
2026,AWK,Utilities,3,9,6,3,3,73.90658765613651,True
2026,XEL,Utilities,4,11,5,2,2,76.19904521367826,False
2026,NRG,Utilities,5,1,5,5,5,72.48960193381846,True
