,CAGR,Vol,Sharpe,Sortino,MaxDD,Calmar,HitRate
train_bh,0.094345702222844,0.192253301720057,0.46137401700409164,0.5553382506699037,-0.5393396148431868,0.17492818926396692,0.544889129259059
train_overlay,0.08633429783937774,0.09752314476171509,0.6930668681355908,0.7817673017921436,-0.1350576885386484,0.6392401556218854,0.6471065440778799
test_bh,0.13753793483854215,0.17133109431995505,0.7211359248416186,1.0280696184539337,-0.28226222948582846,0.4872700647517826,0.5328519855595668
test_overlay,0.08746442397183118,0.09856711127660868,0.6972359145704631,0.8824105597037591,-0.17358160511011234,0.5038807189065206,0.6288808664259928
wf_bh,0.10525784872959454,0.1867736563287409,0.522407273225007,0.6519059235109643,-0.5393396148431868,0.19516061092637946,0.5415027537372148
wf_overlay,0.08393466257041782,0.10124876037776781,0.649355394014897,0.7634252938506504,-0.18236945585841147,0.46024517743576127,0.6343430369787569
